filename,frame_rate
1-30-1280x720.mp4,30.0
10-60-1280x720.mp4,30.0
100-29-1080x1920.mp4,30.0
101-30-1080x1920.mp4,30.0
102-30-640x360.mp4,30.0
102.avi,25.0
103-30-384x480.mp4,30.0
103.avi,30.0
104-17-720x480.mp4,30.0
105-30-1280x720.mp4,30.0
105.avi,29.97002997002997
106-30-720x1280.mp4,30.0
106.avi,23.976023976023978
107-30-640x480.mp4,30.0
107.avi,29.97002997002997
108-15-640x480.mp4,30.0
108.avi,23.976023976023978
109-30-1280x720.mp4,30.0
11-24-1920x1080.mp4,30.0
110-30-270x480.mp4,30.0
110.avi,30.0
111-25-1920x1080.mp4,30.0
111.avi,29.97002997002997
112-30-640x360.mp4,30.0
112.avi,23.976023976023978
113-60-1280x720.mp4,30.0
113.avi,29.97002997002997
114-30-1280x720.mp4,30.0
114.avi,29.97002997002997
115-30-1280x720.mp4,30.0
116-30-1280x720.mp4,30.0
116.avi,30.0
117-25-1920x1080.mp4,30.0
117.avi,29.97002997002997
118-30-640x480.mp4,30.0
118.avi,29.97002997002997
119-30-848x480.mp4,30.0
119.avi,23.976023976023978
12-24-1920x1080.mp4,30.0
120-30-1280x720.mp4,30.0
120.avi,25.0
121-24-1920x1080.mp4,30.0
121.avi,29.97002997002997
122-60-1920x1080-1.mp4,30.0
122-60-1920x1080-2.mp4,30.0
122-60-1920x1080-3.mp4,30.0
122-60-1920x1080-4.mp4,30.0
122-60-1920x1080-5.mp4,30.0
122.avi,29.97002997002997
123-25-1920x1080.mp4,30.0
123.avi,29.97002997002997
124-30-720x1280.mp4,30.0
125-25-1280x720.mp4,30.0
125.avi,29.97002997002997
126-30-1080x1920.mp4,30.0
126.avi,29.97002997002997
127-30-1280x720.mp4,30.0
127.avi,29.97002997002997
128-24-1920x1080.mp4,30.0
128.avi,30.0
129-24-1280x720.mp4,30.0
129.avi,23.976023976023978
13-30-1920x1080.mp4,30.0
130-25-1280x720.mp4,30.0
130.avi,29.97002997002997
131-30-1920x1080.mp4,30.0
131.avi,23.976023976023978
132-30-426x240.mp4,30.0
132.avi,29.97002997002997
133-30-1280x720.mp4,30.0
133.avi,23.976023976023978
134-30-1280x720.mp4,30.0
134.avi,15.452
135-24-1920x1080.mp4,30.0
135.avi,23.976023976023978
136-30-1920x1080.mp4,30.0
136.avi,25.0
137-30-1920x1080.mp4,30.0
137.avi,30.0
138-30-1280x720.mp4,30.0
138.avi,29.97002997002997
139-14-720x480.mp4,30.0
139.avi,29.97002997002997
14-30-1920x1080.mp4,30.0
140-30-632x360.mp4,30.0
140.avi,29.97002997002997
141.avi,29.97002997002997
143.avi,29.97002997002997
144.avi,29.97002997002997
146.avi,15.916666666666666
147.avi,29.97002997002997
148.avi,29.97002997002997
149.avi,29.97002997002997
15-24-1920x1080.mp4,30.0
150.avi,29.97002997002997
151.avi,22.0
153.avi,29.97
154.avi,29.97002997002997
155.avi,25.0
156.avi,30.0
157.avi,24.026696329254726
158.avi,29.97002997002997
159.avi,14.60983606557377
16-30-1920x1080.mp4,30.0
160.avi,29.917
161.avi,13.75
162.avi,30.0
163.avi,30.0
164.avi,29.97002997002997
165.avi,30.0
166.avi,29.97002997002997
167.avi,24.0
168.avi,30.0
169.avi,29.97002997002997
17-24-1920x1080.mp4,30.0
171.avi,30.0
172.avi,29.97
175.avi,24.0
176.avi,30.0
177.avi,29.97002997002997
178.avi,30.0
179.avi,30.0
18-24-1920x1080.mp4,30.0
181.avi,30.0
182.avi,29.97002997002997
183.avi,30.0
184.avi,29.97002997002997
185.avi,29.97002997002997
186.avi,24.0
187.avi,30.0
188.avi,29.97002997002997
189.avi,29.97002997002997
19-24-1920x1080.mp4,30.0
190.avi,29.97
191.avi,29.97002997002997
192.avi,25.0
193.avi,29.97002997002997
194.avi,29.97002997002997
195.avi,29.97002997002997
196.avi,29.97002997002997
197.avi,30.0
198.avi,23.976023976023978
199.avi,24.016
2-30-640x360.mp4,30.0
20-24-1920x1080.mp4,30.0
200.avi,29.97002997002997
201.mp4,18.990912289913034
202.mp4,19.496083845143943
203.mp4,23.976023976023978
204.mp4,30.0
206.mp4,30.0
207.mp4,21.905115327524015
208.mp4,29.757738896366085
209.mp4,24.0
21-24-1920x1080.mp4,30.0
210.mp4,21.068813947667618
211.mp4,23.976028407490457
212.mp4,29.97002997002997
213.mp4,30.0
214.mp4,25.0
215.mp4,29.97002997002997
216.mp4,24.0
218.mp4,29.97002997002997
219.mp4,29.97002997002997
22-30-1920x1080.mp4,30.0
220.mp4,29.97002997002997
221.mp4,29.5
223.mp4,16.0
224.mp4,23.26141012272399
225.mp4,30.0
226.mp4,30.0
227.mp4,29.410713703093176
228.mp4,23.982701294249754
229.mp4,22.526534448880934
23-24-1920x1080.mp4,30.0
230.mp4,22.85898539500845
231.mp4,28.295313304289966
232.mp4,23.688407560450212
233.mp4,29.97002997002997
234.mp4,26.129784194300324
235.mp4,25.626950847573234
236.mp4,21.66074775283748
237.mp4,28.07881773399015
238.mp4,24.175075058845813
239.mp4,24.448132780082986
24-30-1920x1080-1.mp4,30.0
24-30-1920x1080-2.mp4,30.0
240.mp4,30.0
241.mp4,26.15040953090097
242.mp4,29.97002997002997
243.mp4,27.427037644718677
244.mp4,23.976023976023978
245.mp4,30.0
246.mp4,27.162864090087808
247.mp4,19.4446538337662
248.mp4,23.558272518050604
249.mp4,22.882502728264825
25-25-600x480.mp4,30.0
250.mp4,25.59867203974555
251.mp4,23.701420622186674
252.mp4,18.227513227513228
253.mp4,23.850275598527347
254.mp4,26.577708006279433
255.mp4,21.885245901639344
256.mp4,23.492957746478872
257.mp4,25.715387467440653
258.mp4,20.930771188355017
259.mp4,27.72885283893395
26-60-1280x720.mp4,30.0
260.mp4,25.576127812549537
261.mp4,25.412457365120087
262.mp4,29.388808014762212
264.mp4,29.345267735360615
265.mp4,29.97002997002997
266.mp4,18.242368177613322
267.mp4,27.047670374738043
268.mp4,30.0
269.mp4,27.397670449441566
27-60-1280x720.mp4,30.0
270.mp4,30.0
271.mp4,23.005309607519553
272.mp4,29.97002997002997
273.mp4,29.97002997002997
274.mp4,25.439173248513644
275.mp4,25.959880827137464
276.mp4,22.68893230155784
277.mp4,28.469443934666913
278.mp4,23.976023976023978
279.mp4,20.382387847723045
28-30-1280x720-1.mp4,30.0
28-30-1280x720-2.mp4,30.0
28-30-1280x720-3.mp4,30.0
28-30-1280x720-4.mp4,30.0
280.mp4,20.319103494027367
281.mp4,30.0
282.mp4,29.97002997002997
283.mp4,29.97002997002997
284.mp4,23.280034776490037
285.mp4,22.44934809487329
286.mp4,22.555459721610973
287.mp4,18.625991458206222
288.mp4,28.449295511610053
289.mp4,29.97002997002997
29-24-1280x720.mp4,30.0
290.mp4,29.97002997002997
291.mp4,22.514431381426455
292.mp4,30.0
293.mp4,21.58251305008984
294.mp4,22.79996727011998
295.mp4,29.14268394144555
296.mp4,22.711409395973153
297.mp4,27.304366456486157
298.mp4,24.118900395858397
299.mp4,21.346329576606763
3-25-1920x1080.mp4,30.0
30-30-1920x1080.mp4,30.0
303.mp4,30.0
304.mp4,27.975490713792272
305.mp4,24.235044997353096
306.mp4,24.575424575424574
307.mp4,23.857816065608272
308.mp4,29.71884984025559
309.mp4,26.63291884209707
31-30-1920x1080.mp4,30.0
311.mp4,23.96112586667682
312.mp4,25.0
313.mp4,20.327554899724305
314.mp4,21.353173938293736
315.mp4,30.0
317.mp4,20.91076625238116
318.mp4,28.941197528077378
319.mp4,29.623475506916765
32-60-1920x1080.mp4,30.0
320.mp4,29.97002997002997
321.mp4,28.967769587671707
322.mp4,20.805484147386462
323.mp4,22.7545921882617
324.mp4,29.97002997002997
325.mp4,22.720808603161544
326.mp4,24.227015921931176
327.mp4,28.034086102958486
328.mp4,28.478488982161593
329.mp4,29.375134405005287
33-30-1920x1080.mp4,30.0
330.mp4,25.396590066716087
331.mp4,23.20615164651862
332.mp4,29.97
334.mp4,24.83251934605263
335.mp4,29.43132361946023
336.mp4,28.41331518764954
337.mp4,22.340764331210192
339.mp4,25.674344150393715
34-25-1920x1080.mp4,30.0
341.mp4,23.55603269540817
344.mp4,30.0
345.mp4,21.905129482304414
346.mp4,28.365719980069755
347.mp4,22.772585669781932
348.mp4,24.262939506442454
349.mp4,24.569969969363296
35-30-1920x1080.mp4,30.0
350.mp4,29.10342669378814
353.mp4,21.123989534650935
354.mp4,24.957
355.mp4,21.756336149399733
357.mp4,21.92266976497131
358.mp4,30.0
359.mp4,22.95026748563503
36-24-1280x720.mp4,30.0
360.mp4,25.0
361.mp4,29.97002997002997
362.mp4,29.97002997002997
363.mp4,30.0
364.mp4,22.11017325633052
365.mp4,7.666666666666667
367.mp4,30.0
368.mp4,20.130584192439862
369.mp4,30.0
37-30-1280x720.mp4,30.0
370.mp4,24.36950146627566
371.mp4,20.54380664652568
372.mp4,13.498655753355806
373.mp4,21.119500130174433
374.mp4,7.5
375.mp4,22.561037639877924
376.mp4,20.476190476190474
377.mp4,20.08499381529154
378.mp4,29.97002997002997
38-30-1920x1080.mp4,30.0
380.mp4,20.604395604395606
381.mp4,20.969075172614996
382.mp4,20.573811931243682
383.mp4,16.500881360701758
384.mp4,21.32001647446458
385.mp4,20.08349677793497
386.mp4,20.455607476635514
387.mp4,20.083507652568425
388.mp4,27.735451728329537
389.mp4,25.65641799012712
39-25-424x240.mp4,30.0
391.mp4,22.2831743894205
392.mp4,30.0
393.mp4,29.094128620194972
394.mp4,29.061470091370424
395.mp4,29.97002997002997
398.mp4,27.004417853370445
399.mp4,29.086090314389736
4-30-1920x1080.mp4,30.0
40-30-1280x720.mp4,30.0
400.mp4,23.26400444600974
402.mp4,28.518931036684425
403.mp4,20.10213556174559
406.mp4,30.0
407.mp4,27.1415027257644
408.mp4,29.97002997002997
409.mp4,22.774192951109548
41-24-1280x720.mp4,30.0
412.mp4,10.0
415.mp4,21.58364312267658
416.mp4,22.526813516318764
418.mp4,29.97002997002997
419.mp4,29.97002997002997
42-30-480x480.mp4,30.0
420.mp4,25.772753045480318
421.mp4,24.368344206400888
423.mp4,29.97002997002997
424.mp4,27.307455329636475
425.mp4,29.97002997002997
426.mp4,28.699763365511124
427.mp4,20.829545454545453
428.mp4,30.0
429.mp4,20.817088345085025
43-30-406x720.mp4,30.0
430.mp4,24.026200873362445
433.mp4,20.348271766041144
434.mp4,24.125422686750692
435.mp4,21.243750796640654
439.mp4,25.752356355483684
44-25-426x240.mp4,30.0
440.mp4,21.479713603818617
441.mp4,30.0
446.mp4,17.0
447.mp4,28.424989581229678
448.mp4,24.529897718332023
449.mp4,25.995982039938085
45-24-1280x720.mp4,30.0
450.mp4,29.97002997002997
46-30-484x360.mp4,30.0
47-30-654x480.mp4,30.0
48-30-720x1280.mp4,30.0
49-30-1280x720.mp4,30.0
5-60-1920x1080-1.mp4,30.0
5-60-1920x1080-2.mp4,30.0
5-60-1920x1080-3.mp4,30.0
5-60-1920x1080-4.mp4,30.0
50-30-1920x1080.mp4,30.0
51-30-1280x720.mp4,30.0
52-30-1280x720.mp4,30.0
53-30-360x480.mp4,30.0
54-30-1080x1920.mp4,30.0
55-25-1280x720.mp4,30.0
56-30-1080x1920.mp4,30.0
57-25-426x240.mp4,30.0
58-30-640x480.mp4,30.0
59-30-1280x720.mp4,30.0
6-30-1920x1080.mp4,30.0
60-30-1920x1080.mp4,30.0
61-24-1920x1080.mp4,30.0
62-30-654x480.mp4,30.0
63-30-1920x1080.mp4,30.0
64-24-640x360.mp4,30.0
65-30-400x228.mp4,30.0
66-25-1080x1920.mp4,30.0
67-24-640x360.mp4,30.0
68-24-1920x1080.mp4,30.0
69-25-854x480.mp4,30.0
7-60-1920x1080.mp4,30.0
70-30-720x1280.mp4,30.0
71-30-1920x1080.mp4,30.0
72-30-1280x720.mp4,30.0
74-25-1920x1080.mp4,30.0
75-30-960x720.mp4,30.0
76-30-640x280.mp4,30.0
77-30-1280x720.mp4,30.0
78-30-960x720.mp4,30.0
79-30-960x720.mp4,30.0
8-30-1280x720.mp4,30.0
80-30-320x240.mp4,30.0
81-30-576x360.mp4,30.0
82-25-854x480.mp4,30.0
83-24-1920x1080.mp4,30.0
84-30-1920x1080.mp4,30.0
85-24-1280x720.mp4,30.0
86-24-1920x1080.mp4,30.0
87-25-1920x1080.mp4,30.0
88-30-360x480.mp4,30.0
89-30-1080x1920.mp4,30.0
9-15-1920x1080.mp4,30.0
90-30-1080x1920.mp4,30.0
91-30-1920x1080.mp4,30.0
92-24-1920x1080.mp4,30.0
93-24-640x360.mp4,30.0
94-30-1920x1080.mp4,30.0
95-24-1920x1080.mp4,30.0
96-30-1280x720.mp4,30.0
97-29-1920x1080.mp4,30.0
98-30-360x360.mp4,30.0
99-30-720x720.mp4,30.0
video1.mp4,30.0
video10_1.mp4,30.0
video11.mp4,30.0
video12.mp4,30.0
video13.mp4,30.0
video14.mp4,30.0
video15.mp4,30.0
video16.mp4,30.0
video17.mp4,30.0
video18.mp4,30.0
video19.mp4,30.0
video2.mp4,30.0
video20.mp4,30.0
video21.mp4,30.0
video22.mp4,30.0
video23.mp4,30.0
video24.mp4,30.0
video25.mp4,30.0
video26.mp4,29.97002997002997
video27.mp4,30.0
video28.mp4,30.0
video29.mp4,30.0
video3.mp4,30.0
video30.mp4,29.992699841829907
video32.mp4,30.0
video33.mp4,30.0
video34.mp4,30.0
video35.mp4,30.0
video36.mp4,30.0
video37.mp4,30.0
video38.mp4,30.0
video39.mp4,30.0
video4.mp4,30.0
video40.mp4,30.0
video41.mp4,29.97002997002997
video42.mp4,30.0
video44.mp4,30.0
video45_1.mp4,30.0
video45_2.mp4,30.0
video45_3.mp4,30.0
video45_4.mp4,30.0
video45_5.mp4,30.0
video45_6.mp4,30.0
video45_7.mp4,30.0
video46.mp4,29.97002997002997
video47.mp4,30.0
video48.mp4,30.0
video49.mp4,29.97002997002997
video5.mp4,30.0
video51.mp4,30.0
video52.mp4,30.0
video53.mp4,30.0
video54.mp4,30.0
video55.mp4,30.0
video56.mp4,30.0
video57.mp4,30.0
video58.mp4,29.97002997002997
video59.mp4,30.0
video6.mp4,30.0
video60.mp4,30.0
video61.mp4,30.0
video62.mp4,30.0
video63.mp4,29.97002997002997
video64.mp4,29.97002997002997
video65.mp4,30.0
video66.mp4,30.0
video67.mp4,30.0
video69.mp4,30.0
video7.mp4,30.0
video70.mp4,30.0
video71.mp4,30.0
video72.mp4,30.0
video73.mp4,30.0
video74.mp4,30.0
video75.mp4,30.0
video76.mp4,30.0
video77.mp4,30.0
video78.mp4,30.0
video79.mp4,30.0
video8.mp4,30.0
video80.mp4,30.0
video81.mp4,29.97002997002997
video82.mp4,30.0
video83.mp4,30.0
video84.mp4,30.0
video85.mp4,30.0
video86_1.mp4,30.0
video86_2.mp4,30.0
video86_3.mp4,30.0
video87.mp4,30.0
video88.mp4,30.0
video89.mp4,30.0
video9.mp4,30.0
video90.mp4,30.0
video91.mp4,30.0
video92.mp4,30.0
video93.mp4,29.97002997002997
video94.mp4,30.0
video95.mp4,30.0
video96.mp4,30.0
